,rank,bib,name,country,sex,division,divisionType,finDivPos,finSexPos,finOvrPos,isDNF,swimLegTime,swimNetTime,t1LegTime,t1NetTime,bikeLegTime,bikeNetTime,t2LegTime,t2NetTime,finishLegTime,finishNetTime
96,97.0,569,Jeremias Galilea,ARG,M,M30-34,AG,15.0,64.0,64.0,False,00:28:12.923,00:28:12.923,00:04:22.685,00:32:35.608,02:26:47.766,02:59:23.374,00:02:52.515,03:02:15.889,01:42:21.784,04:44:37.673
97,98.0,567,Ian Vargas Galaz,CHI,M,M35-39,AG,14.0,65.0,65.0,False,00:29:52.548,00:29:52.548,00:03:50.623,00:33:43.171,02:22:23.02,02:56:06.191,00:03:32.023,02:59:38.214,01:45:42.256,04:45:20.47
98,99.0,1183,Victor Carcamo Barrera,CHI,M,M35-39,AG,15.0,66.0,66.0,False,00:33:40.462,00:33:40.462,00:04:26.006,00:38:06.468,02:24:02.399,03:02:08.867,00:03:10.34,03:05:19.207,01:40:34.119,04:45:53.326
99,100.0,903,Eduardo Bublitz Anton,BRA,M,M35-39,AG,16.0,67.0,67.0,False,00:33:25.53,00:33:25.53,00:04:31.223,00:37:56.753,02:26:38.278,03:04:35.031,00:03:15.644,03:07:50.675,01:38:06.073,04:45:56.748
100,101.0,86,Marko Knezovic,SRB,M,M45-49,AG,10.0,68.0,68.0,False,00:38:09.326,00:38:09.326,00:05:09.607,00:43:18.933,02:14:01.371,02:57:20.304,00:03:10.715,03:00:31.019,01:45:26.131,04:45:57.15
101,102.0,1327,Francisco Salinas,CHI,M,M40-44,AG,16.0,69.0,69.0,False,00:38:55.868,00:38:55.868,00:03:53.713,00:42:49.581,02:18:01.598,03:00:51.179,00:04:09.847,03:05:01.026,01:41:01.561,04:46:02.587
102,103.0,1170,Nicolas Johanssen,CHI,M,M30-34,AG,16.0,70.0,70.0,False,00:30:30.61,00:30:30.61,00:03:55.76,00:34:26.37,02:35:01.363,03:09:27.733,00:02:40.316,03:12:08.049,01:34:03.288,04:46:11.337
103,104.0,290,Juan Fontecilla,CHI,M,M18-24,AG,3.0,71.0,71.0,False,00:29:32.425,00:29:32.425,00:05:17.652,00:34:50.077,02:34:57.336,03:09:47.413,00:03:22.898,03:13:10.311,01:33:07.366,04:46:17.677
104,105.0,810,Rafael Astudillo Arcos,CHI,M,M35-39,AG,17.0,72.0,72.0,False,00:35:25.038,00:35:25.038,00:04:21.196,00:39:46.234,02:25:28.515,03:05:14.749,00:02:12.071,03:07:26.82,01:38:55.397,04:46:22.217
105,106.0,1355,Felipe Lledo Barrientos,CHI,M,M30-34,AG,17.0,73.0,73.0,False,00:37:14.621,00:37:14.621,00:04:00.015,00:41:14.636,02:30:23.746,03:11:38.382,00:04:20.441,03:15:58.823,01:30:27.069,04:46:25.892
106,107.0,1688,Team Runnit Relay,CHI,M,MRelay,RELAY,6.0,6.0,10.0,False,00:36:05.489,00:36:05.489,00:02:55.44,00:39:00.929,02:31:54.707,03:10:55.636,00:02:01.836,03:12:57.472,01:34:17.717,04:47:15.189
107,108.0,1413,Rodrigo Peiretti,ARG,M,M35-39,AG,18.0,74.0,74.0,False,00:32:06.462,00:32:06.462,00:03:56.146,00:36:02.608,02:25:12.859,03:01:15.467,00:07:48.621,03:09:04.088,01:38:41.237,04:47:45.325
108,109.0,1623,Team Chronos Endurance,CHI,MF,MFRelay,RELAY,3.0,3.0,11.0,False,00:30:39.483,00:30:39.483,00:03:27.848,00:34:07.331,02:30:30.902,03:04:38.233,00:01:57.133,03:06:35.366,01:41:12.616,04:47:47.982
109,110.0,1202,Emilio Boassi Rotter,CHI,M,M25-29,AG,10.0,75.0,75.0,False,00:36:44.101,00:36:44.101,00:03:40.495,00:40:24.596,02:31:54.77,03:12:19.366,00:02:43.09,03:15:02.456,01:33:03.764,04:48:06.22
110,111.0,83,Santiago Figueroa,CHI,M,M40-44,AG,17.0,76.0,76.0,False,00:36:24.786,00:36:24.786,00:03:36.264,00:40:01.05,02:29:09.914,03:09:10.964,00:02:22.762,03:11:33.726,01:36:37.077,04:48:10.803
111,112.0,530,Anton Hornauer,CHI,M,M30-34,AG,18.0,77.0,77.0,False,00:40:53.487,00:40:53.487,00:04:40.813,00:45:34.30,02:24:05.23,03:09:39.53,00:02:41.086,03:12:20.616,01:35:53.635,04:48:14.251
112,113.0,77,Rodrigo Coloma Vergara,CHI,M,M45-49,AG,11.0,78.0,78.0,False,00:38:49.951,00:38:49.951,00:04:15.306,00:43:05.257,02:25:18.481,03:08:23.738,00:03:37.656,03:12:01.394,01:36:31.026,04:48:32.42
113,114.0,536,Jose Hornauer,CHI,M,M30-34,AG,19.0,79.0,79.0,False,00:37:33.177,00:37:33.177,00:04:10.717,00:41:43.894,02:25:41.582,03:07:25.476,00:03:03.465,03:10:28.941,01:38:12.611,04:48:41.552
114,115.0,104,Bruno Toyos,ESP,M,M35-39,AG,19.0,80.0,80.0,False,00:36:36.634,00:36:36.634,00:03:50.103,00:40:26.737,02:29:29.121,03:09:55.858,00:02:43.074,03:12:38.932,01:36:05.94,04:48:44.872
115,116.0,50,Marco Antonio Fernandez Diez,CHI,M,M60-64,AG,1.0,81.0,81.0,False,00:34:10.912,00:34:10.912,00:04:28.865,00:38:39.777,02:29:33.535,03:08:13.312,00:02:55.875,03:11:09.187,01:37:48.58,04:48:57.767
116,117.0,142,Luis Baeza,CHI,M,M45-49,AG,12.0,82.0,82.0,False,00:35:33.437,00:35:33.437,00:05:00.961,00:40:34.398,02:29:49.797,03:10:24.195,00:03:28.171,03:13:52.366,01:35:27.839,04:49:20.205
117,118.0,477,Diego Valenzuela,CHI,M,M35-39,AG,20.0,83.0,83.0,False,00:34:07.196,00:34:07.196,00:04:31.479,00:38:38.675,02:30:55.957,03:09:34.632,00:03:23.808,03:12:58.44,01:36:23.057,04:49:21.497
118,119.0,1236,Pablo Peña Contreras,CHI,M,M35-39,AG,21.0,84.0,84.0,False,00:35:56.19,00:35:56.19,00:04:51.563,00:40:47.753,02:33:10.547,03:13:58.30,00:03:12.535,03:17:10.835,01:32:27.03,04:49:37.865
119,120.0,84,Orlando Pinto,CHI,M,M45-49,AG,13.0,85.0,85.0,False,00:36:21.402,00:36:21.402,00:04:39.429,00:41:00.831,02:29:31.879,03:10:32.71,00:03:29.086,03:14:01.796,01:35:53.522,04:49:55.318
120,121.0,1101,Dimas Marchi,BRA,M,M50-54,AG,2.0,86.0,86.0,False,00:33:08.106,00:33:08.106,00:04:49.913,00:37:58.019,02:27:56.133,03:05:54.152,00:03:42.84,03:09:36.992,01:40:19.818,04:49:56.81
121,122.0,785,Nicola Iturra Jauregui,CHI,M,M45-49,AG,14.0,87.0,87.0,False,00:34:24.211,00:34:24.211,00:05:22.191,00:39:46.402,02:32:27.472,03:12:13.874,00:03:15.02,03:15:28.894,01:34:49.791,04:50:18.685
122,123.0,1111,Rafael Fernando Dos Santos Rodrigues,BRA,M,M30-34,AG,20.0,88.0,88.0,False,00:42:37.389,00:42:37.389,00:04:00.907,00:46:38.296,02:25:05.816,03:11:44.112,00:02:54.485,03:14:38.597,01:35:46.912,04:50:25.509
123,124.0,856,Diego Vega Hernández,CHI,M,M30-34,AG,21.0,89.0,89.0,False,00:33:31.679,00:33:31.679,00:05:07.882,00:38:39.561,02:31:32.867,03:10:12.428,00:02:58.535,03:13:10.963,01:37:19.60,04:50:30.563
124,125.0,1647,Team Everaldo Team,CHI,M,MRelay,RELAY,7.0,7.0,12.0,False,00:39:42.578,00:39:42.578,00:03:23.191,00:43:05.769,02:33:22.355,03:16:28.124,00:02:03.786,03:18:31.91,01:32:20.611,04:50:52.521
125,126.0,107,Felipe Alomar,CHI,M,M40-44,AG,18.0,90.0,90.0,False,00:34:11.526,00:34:11.526,00:04:31.063,00:38:42.589,02:27:12.375,03:05:54.964,00:03:02.18,03:08:57.144,01:41:58.538,04:50:55.682
126,127.0,1512,Juan Pablo Leon,CHI,M,M45-49,AG,15.0,91.0,91.0,False,00:33:07.212,00:33:07.212,00:04:55.393,00:38:02.605,02:34:46.711,03:12:49.316,00:02:46.98,03:15:36.296,01:35:27.366,04:51:03.662
127,128.0,45,Victor Nilo Poyanco,CHI,M,M50-54,AG,3.0,92.0,92.0,False,00:28:20.077,00:28:20.077,00:05:09.395,00:33:29.472,02:28:56.668,03:02:26.14,00:04:06.601,03:06:32.741,01:45:06.272,04:51:39.013
128,129.0,115,Nelson Sepulveda Schulthess,CHI,M,M50-54,AG,4.0,93.0,93.0,False,00:33:11.297,00:33:11.297,00:03:31.569,00:36:42.866,02:31:49.203,03:08:32.069,00:03:32.781,03:12:04.85,01:39:50.772,04:51:55.622
129,130.0,1283,Nicolas de Martini,CHI,M,M30-34,AG,22.0,94.0,94.0,False,00:32:09.931,00:32:09.931,00:04:52.529,00:37:02.46,02:26:21.579,03:03:24.039,00:02:44.644,03:06:08.683,01:46:18.854,04:52:27.537
130,131.0,94,Sergio Valenzuela Roediger,CHI,M,M45-49,AG,16.0,95.0,95.0,False,00:34:40.759,00:34:40.759,00:03:45.74,00:38:26.499,02:30:34.906,03:09:01.405,00:02:54.028,03:11:55.433,01:40:37.229,04:52:32.662
131,132.0,1274,Matias Vergara,CHI,M,M25-29,AG,11.0,96.0,96.0,False,00:33:54.185,00:33:54.185,00:05:00.849,00:38:55.034,02:35:42.649,03:14:37.683,00:03:51.339,03:18:29.022,01:34:06.257,04:52:35.279
132,133.0,138,Marco Delgado,CHI,M,M40-44,AG,19.0,97.0,97.0,False,00:30:05.679,00:30:05.679,00:04:35.93,00:34:41.609,02:34:08.082,03:08:49.691,00:03:07.332,03:11:57.023,01:40:39.483,04:52:36.506
133,134.0,524,Lucas Alvarez,CHI,M,M25-29,AG,12.0,98.0,98.0,False,00:32:51.528,00:32:51.528,00:04:11.10,00:37:02.628,02:36:55.441,03:13:58.069,00:02:19.778,03:16:17.847,01:36:34.775,04:52:52.622
134,135.0,90,Pierangela Dezerega,CHI,F,F35-39,AG,1.0,1.0,99.0,False,00:33:26.74,00:33:26.74,00:04:37.271,00:38:04.011,02:36:02.605,03:14:06.616,00:02:58.996,03:17:05.612,01:35:50.28,04:52:55.892
135,136.0,1418,Pelayo Sánchez,CHI,M,M18-24,AG,4.0,99.0,100.0,False,00:38:05.551,00:38:05.551,00:05:26.855,00:43:32.406,02:28:20.726,03:11:53.132,00:03:03.77,03:14:56.902,01:37:59.365,04:52:56.267
136,137.0,970,Cesar Goncalves,BRA,M,M30-34,AG,23.0,100.0,101.0,False,00:32:27.628,00:32:27.628,00:03:50.363,00:36:17.991,02:29:58.762,03:06:16.753,00:02:49.402,03:09:06.155,01:43:56.26,04:53:02.415
137,138.0,907,Alexis Sauma,CHI,M,M55-59,AG,1.0,101.0,102.0,False,00:29:33.28,00:29:33.28,00:04:04.363,00:33:37.643,02:36:01.305,03:09:38.948,00:03:20.086,03:12:59.034,01:40:07.014,04:53:06.048
138,139.0,1352,Sebastian Bosman,CHI,M,M45-49,AG,17.0,102.0,103.0,False,00:34:14.73,00:34:14.73,00:04:44.773,00:38:59.503,02:27:20.539,03:06:20.042,00:04:14.601,03:10:34.643,01:42:41.401,04:53:16.044
139,140.0,1436,Gonzalo Dulanto,CHI,M,M50-54,AG,5.0,103.0,104.0,False,00:29:17.453,00:29:17.453,00:03:51.081,00:33:08.534,02:33:35.285,03:06:43.819,00:03:22.156,03:10:05.975,01:43:10.819,04:53:16.794
140,141.0,1048,Pere Marquina,AND,M,M50-54,AG,6.0,104.0,105.0,False,00:29:18.093,00:29:18.093,00:04:37.054,00:33:55.147,02:38:00.114,03:11:55.261,00:03:15.41,03:15:10.671,01:38:25.631,04:53:36.302
141,142.0,987,Matias Dominguez,CHI,M,M40-44,AG,20.0,105.0,106.0,False,00:33:21.65,00:33:21.65,00:04:53.966,00:38:15.616,02:31:18.316,03:09:33.932,00:04:19.715,03:13:53.647,01:39:44.151,04:53:37.798
142,143.0,1490,Zyadd Manzur,CHI,M,M30-34,AG,24.0,106.0,107.0,False,00:33:10.67,00:33:10.67,00:04:36.743,00:37:47.413,02:30:27.414,03:08:14.827,00:07:55.094,03:16:09.921,01:37:46.49,04:53:56.411
143,144.0,835,Thomas Teichelmann,CHI,M,M40-44,AG,21.0,107.0,108.0,False,00:42:04.563,00:42:04.563,00:04:55.307,00:46:59.87,02:26:57.098,03:13:56.968,00:04:17.645,03:18:14.613,01:35:50.744,04:54:05.357
144,145.0,79,Moises Torres Rojas,CHI,M,M45-49,AG,18.0,108.0,109.0,False,00:30:30.49,00:30:30.49,00:04:22.087,00:34:52.577,02:30:16.406,03:05:08.983,00:07:35.234,03:12:44.217,01:41:30.546,04:54:14.763
145,146.0,1616,Team Jarpas Tri Uc,CHI,M,MRelay,RELAY,8.0,8.0,13.0,False,00:35:01.922,00:35:01.922,00:02:58.225,00:38:00.147,02:32:19.512,03:10:19.659,00:01:46.004,03:12:05.663,01:42:21.307,04:54:26.97
146,147.0,947,Mario Ricci,CHI,M,M35-39,AG,22.0,109.0,110.0,False,00:34:58.25,00:34:58.25,00:05:36.784,00:40:35.034,02:30:51.543,03:11:26.577,00:03:22.911,03:14:49.488,01:39:45.545,04:54:35.033
147,148.0,113,Cristian Alvarez,CHI,M,M40-44,AG,22.0,110.0,111.0,False,00:30:21.882,00:30:21.882,00:04:20.309,00:34:42.191,02:29:44.246,03:04:26.437,00:03:29.445,03:07:55.882,01:46:43.014,04:54:38.896
148,149.0,1317,Pablo Benet,ARG,M,M50-54,AG,7.0,111.0,112.0,False,00:33:42.64,00:33:42.64,00:05:01.456,00:38:44.096,02:35:46.278,03:14:30.374,00:03:26.589,03:17:56.963,01:36:42.28,04:54:39.243
149,150.0,1447,Felipe Huber,CHI,M,M45-49,AG,19.0,112.0,113.0,False,00:32:19.626,00:32:19.626,00:04:01.557,00:36:21.183,02:29:49.699,03:06:10.882,00:03:29.121,03:09:40.003,01:45:13.206,04:54:53.209
150,151.0,24,Catalina Salazar Ezquerra,CHI,F,FPRO,PRO,6.0,6.0,25.0,False,00:27:38.512,00:27:38.512,00:02:59.457,00:30:37.969,02:42:47.437,03:13:25.406,00:01:57.863,03:15:23.269,01:39:33.433,04:54:56.702
151,152.0,791,Patricio Rodriguez Saez,CHI,M,M35-39,AG,23.0,113.0,114.0,False,00:33:46.727,00:33:46.727,00:04:34.245,00:38:20.972,02:26:19.203,03:04:40.175,00:03:23.785,03:08:03.96,01:46:52.847,04:54:56.807
152,153.0,966,Juan Sebastián Orpis,CHI,M,M25-29,AG,13.0,114.0,115.0,False,00:32:17.199,00:32:17.199,00:03:54.742,00:36:11.941,02:38:26.441,03:14:38.382,00:03:23.102,03:18:01.484,01:36:56.541,04:54:58.025
153,154.0,1138,Ian Murray,USA,M,M45-49,AG,20.0,115.0,116.0,False,00:34:14.93,00:34:14.93,00:05:03.921,00:39:18.851,02:33:54.422,03:13:13.273,00:02:49.191,03:16:02.464,01:39:14.698,04:55:17.162
154,155.0,1196,Matias Herrera,CHI,M,M30-34,AG,25.0,116.0,117.0,False,00:36:31.455,00:36:31.455,00:04:24.161,00:40:55.616,02:37:33.93,03:18:29.546,00:03:00.633,03:21:30.179,01:34:08.369,04:55:38.548
155,156.0,1428,Edgardo Opazo,CHI,M,M45-49,AG,21.0,117.0,118.0,False,00:31:14.643,00:31:14.643,00:03:55.076,00:35:09.719,02:29:17.418,03:04:27.137,00:03:00.246,03:07:27.383,01:48:21.424,04:55:48.807
156,157.0,1644,Team Tvt Lacustre,CHI,M,MRelay,RELAY,9.0,9.0,14.0,False,00:27:01.998,00:27:01.998,00:03:43.54,00:30:45.538,02:43:25.32,03:14:10.858,00:02:23.012,03:16:33.87,01:39:15.233,04:55:49.103
157,158.0,632,Franz Müller,CHI,M,M30-34,AG,26.0,118.0,119.0,False,00:38:40.214,00:38:40.214,00:05:58.196,00:44:38.41,02:30:59.89,03:15:38.30,00:03:41.992,03:19:20.292,01:36:49.382,04:56:09.674
158,159.0,861,Gaspar Sepulveda Williams,CHI,M,M35-39,AG,24.0,119.0,120.0,False,00:36:05.896,00:36:05.896,00:04:05.947,00:40:11.843,02:34:52.395,03:15:04.238,00:03:40.808,03:18:45.046,01:37:35.858,04:56:20.904
159,160.0,933,Andres Felix Donnadieu,ARG,M,M45-49,AG,22.0,120.0,121.0,False,00:29:46.944,00:29:46.944,00:05:01.974,00:34:48.918,02:35:34.328,03:10:23.246,00:03:18.027,03:13:41.273,01:42:48.467,04:56:29.74
160,161.0,1309,Javier Antonio Salvador Cobo,CHI,M,M25-29,AG,14.0,121.0,122.0,False,00:35:34.459,00:35:34.459,00:03:49.919,00:39:24.378,02:36:29.926,03:15:54.304,00:02:09.777,03:18:04.081,01:38:38.038,04:56:42.119
161,162.0,668,Antonio Zuniga,CHI,M,M40-44,AG,23.0,122.0,123.0,False,00:37:00.103,00:37:00.103,00:04:11.783,00:41:11.886,02:29:24.887,03:10:36.773,00:02:45.672,03:13:22.445,01:43:20.709,04:56:43.154
162,163.0,1452,Ignacio Donoso,CHI,M,M35-39,AG,25.0,123.0,124.0,False,00:28:33.766,00:28:33.766,00:03:57.855,00:32:31.621,02:36:47.234,03:09:18.855,00:03:55.785,03:13:14.64,01:43:30.405,04:56:45.045
163,164.0,522,Giulio Innocenti,CHI,M,M50-54,AG,8.0,124.0,125.0,False,00:37:00.251,00:37:00.251,00:04:32.392,00:41:32.643,02:35:03.496,03:16:36.139,00:03:13.149,03:19:49.288,01:37:14.002,04:57:03.29
164,165.0,1641,Team Fan Team - Alemana,CHI,M,MRelay,RELAY,10.0,10.0,15.0,False,00:34:33.112,00:34:33.112,00:04:02.043,00:38:35.155,02:34:12.945,03:12:48.10,00:02:35.047,03:15:23.147,01:41:42.163,04:57:05.31
165,166.0,73,Alexandro Ayala,URU,M,M45-49,AG,23.0,125.0,126.0,False,00:36:23.061,00:36:23.061,00:04:08.02,00:40:31.081,02:35:00.739,03:15:31.82,00:03:06.773,03:18:38.593,01:38:29.448,04:57:08.041
166,167.0,728,Bruno Ibañez,CHI,M,M18-24,AG,5.0,126.0,127.0,False,00:41:24.186,00:41:24.186,00:05:00.302,00:46:24.488,02:28:41.929,03:15:06.417,00:03:27.93,03:18:34.347,01:38:36.202,04:57:10.549
167,168.0,149,Alvaro Chacon,CHI,M,M50-54,AG,9.0,127.0,128.0,False,00:31:07.244,00:31:07.244,00:04:53.688,00:36:00.932,02:36:12.34,03:12:13.272,00:02:58.285,03:15:11.557,01:42:08.694,04:57:20.251
168,169.0,44,Felipe Contreras,CHI,M,M30-34,AG,27.0,128.0,129.0,False,00:33:59.696,00:33:59.696,00:04:03.877,00:38:03.573,02:30:11.473,03:08:15.046,00:03:08.613,03:11:23.659,01:45:57.577,04:57:21.236
169,170.0,1676,Team Tri-Drg,CHI,M,MRelay,RELAY,11.0,11.0,16.0,False,00:27:19.376,00:27:19.376,00:02:58.146,00:30:17.522,02:34:49.68,03:05:07.202,00:02:02.422,03:07:09.624,01:50:22.842,04:57:32.466
170,171.0,684,Cesar Alvarez,CHI,M,M45-49,AG,24.0,129.0,130.0,False,00:30:25.303,00:30:25.303,00:04:57.165,00:35:22.468,02:45:40.027,03:21:02.495,00:04:02.719,03:25:05.214,01:32:28.631,04:57:33.845
171,172.0,820,Marcelo Eduardo Ortiz Oyarzo,CHI,M,M25-29,AG,15.0,130.0,131.0,False,00:38:04.314,00:38:04.314,00:05:07.514,00:43:11.828,02:30:40.832,03:13:52.66,00:03:41.82,03:17:34.48,01:40:00.448,04:57:34.928
172,173.0,932,Leonardo Pinheiro Anzolin,BRA,M,M35-39,AG,26.0,131.0,132.0,False,00:34:31.826,00:34:31.826,00:03:53.63,00:38:25.456,02:39:27.086,03:17:52.542,00:03:01.438,03:20:53.98,01:36:41.838,04:57:35.818
173,174.0,131,Mario Roman Soto,CHI,M,M50-54,AG,10.0,132.0,133.0,False,00:37:16.742,00:37:16.742,00:04:19.945,00:41:36.687,02:33:05.398,03:14:42.085,00:07:40.575,03:22:22.66,01:35:15.979,04:57:38.639
174,175.0,314,Alex Kremer,CHI,M,M35-39,AG,27.0,133.0,134.0,False,00:38:10.293,00:38:10.293,00:05:00.979,00:43:11.272,02:32:21.75,03:15:33.022,00:04:08.098,03:19:41.12,01:38:17.299,04:57:58.419
175,176.0,913,Hector Yañez Almonacid,CHI,M,M40-44,AG,24.0,134.0,135.0,False,00:37:03.743,00:37:03.743,00:03:35.018,00:40:38.761,02:29:19.457,03:09:58.218,00:07:49.395,03:17:47.613,01:40:10.908,04:57:58.521
176,177.0,793,Tobias Mica,ARG,M,M40-44,AG,25.0,135.0,136.0,False,00:35:31.879,00:35:31.879,00:04:26.972,00:39:58.851,02:39:42.293,03:19:41.144,00:02:50.016,03:22:31.16,01:35:44.201,04:58:15.361
177,178.0,1497,Juan Pablo Dussaillant,CHI,M,M55-59,AG,2.0,136.0,137.0,False,00:36:25.476,00:36:25.476,00:05:25.696,00:41:51.172,02:40:20.14,03:22:11.312,00:03:06.559,03:25:17.871,01:32:59.999,04:58:17.87
178,179.0,1059,Cristian Rencoret,CHI,M,M30-34,AG,28.0,137.0,138.0,False,00:38:27.398,00:38:27.398,00:05:49.855,00:44:17.253,02:30:28.441,03:14:45.694,00:04:39.547,03:19:25.241,01:39:00.007,04:58:25.248
179,180.0,549,Benjamin Salazar,CHI,M,M25-29,AG,16.0,138.0,139.0,False,00:33:50.888,00:33:50.888,00:05:58.041,00:39:48.929,02:42:15.68,03:22:04.609,00:03:23.121,03:25:27.73,01:33:03.631,04:58:31.361
180,181.0,565,Walter Netto Paschoalotti,BIZ,M,M40-44,AG,26.0,139.0,140.0,False,00:37:47.259,00:37:47.259,00:04:41.677,00:42:28.936,02:35:07.899,03:17:36.835,00:03:51.414,03:21:28.249,01:37:06.221,04:58:34.47
181,182.0,1692,Team Runnit Relay,CHI,M,MRelay,RELAY,12.0,12.0,17.0,False,00:34:37.717,00:34:37.717,00:02:58.196,00:37:35.913,02:51:35.363,03:29:11.276,00:02:09.215,03:31:20.491,01:27:22.639,04:58:43.13
182,183.0,326,Matias Andres Ortiz Schilling,CHI,M,M30-34,AG,29.0,140.0,141.0,False,00:37:57.261,00:37:57.261,00:05:26.16,00:43:23.421,02:24:46.063,03:08:09.484,00:04:12.629,03:12:22.113,01:46:25.131,04:58:47.244
183,184.0,644,Miguel Gomez Correa,CHI,M,M40-44,AG,27.0,141.0,142.0,False,00:40:13.933,00:40:13.933,00:04:09.132,00:44:23.065,02:30:59.18,03:15:22.245,00:08:02.047,03:23:24.292,01:35:25.826,04:58:50.118
184,185.0,125,Ricardo Arancibia,CHI,M,M40-44,AG,28.0,142.0,143.0,False,00:38:36.882,00:38:36.882,00:04:59.149,00:43:36.031,02:33:16.211,03:16:52.242,00:03:56.828,03:20:49.07,01:38:03.826,04:58:52.896
185,186.0,1455,Tomás Prieto,CHI,M,M25-29,AG,17.0,143.0,144.0,False,00:33:36.237,00:33:36.237,00:04:58.79,00:38:35.027,02:45:57.144,03:24:32.171,00:03:17.692,03:27:49.863,01:31:13.045,04:59:02.908
186,187.0,730,Douglas Jandoza,BRA,M,M40-44,AG,29.0,144.0,145.0,False,00:32:59.988,00:32:59.988,00:05:03.238,00:38:03.226,02:31:57.742,03:10:00.968,00:02:45.711,03:12:46.679,01:46:24.413,04:59:11.092
187,188.0,1487,Alvaro Mendez,CHI,M,M45-49,AG,25.0,145.0,146.0,False,00:35:46.188,00:35:46.188,00:04:59.858,00:40:46.046,02:32:12.438,03:12:58.484,00:03:11.906,03:16:10.39,01:43:11.182,04:59:21.572
188,189.0,1658,Team Team Pucon Tri,CHI,MF,MFRelay,RELAY,4.0,4.0,18.0,False,00:40:10.298,00:40:10.298,00:03:38.452,00:43:48.75,02:32:23.781,03:16:12.531,00:02:29.484,03:18:42.015,01:40:45.604,04:59:27.619
189,190.0,1498,Cristian Dussaillant,CHI,M,M50-54,AG,11.0,146.0,147.0,False,00:36:26.872,00:36:26.872,00:04:10.182,00:40:37.054,02:37:57.481,03:18:34.535,00:03:02.058,03:21:36.593,01:37:56.018,04:59:32.611
190,191.0,1555,Juan Pablo Alcalde,CHI,M,M30-34,AG,30.0,147.0,148.0,False,00:35:14.869,00:35:14.869,00:05:11.309,00:40:26.178,02:31:51.098,03:12:17.276,00:06:38.941,03:18:56.217,01:40:52.10,04:59:48.317
191,192.0,1165,Nicolás Flanega Díaz,CHI,M,M35-39,AG,28.0,148.0,149.0,False,00:32:31.148,00:32:31.148,00:04:32.456,00:37:03.604,02:47:37.145,03:24:40.749,00:03:12.031,03:27:52.78,01:32:18.174,05:00:10.954
192,193.0,738,Alessandro Schwinden,BRA,M,M45-49,AG,26.0,149.0,150.0,False,00:46:08.992,00:46:08.992,00:04:21.488,00:50:30.48,02:30:43.414,03:21:13.894,00:03:18.66,03:24:32.554,01:35:41.374,05:00:13.928
193,194.0,60,Sebastian Vila,CHI,M,M45-49,AG,27.0,150.0,151.0,False,00:39:01.788,00:39:01.788,00:04:22.008,00:43:23.796,02:33:21.222,03:16:45.018,00:08:12.957,03:24:57.975,01:35:24.448,05:00:22.423
194,195.0,542,Sloane Tilley,USA,F,F30-34,AG,1.0,2.0,152.0,False,00:33:59.557,00:33:59.557,00:04:28.493,00:38:28.05,02:36:11.438,03:14:39.488,00:03:29.601,03:18:09.089,01:42:20.167,05:00:29.256
195,196.0,1137,Matias Lopez Novau,ARG,M,M45-49,AG,28.0,151.0,153.0,False,00:29:08.474,00:29:08.474,00:04:48.90,00:33:57.374,02:37:05.149,03:11:02.523,00:03:12.269,03:14:14.792,01:46:15.831,05:00:30.623
196,197.0,1009,Pedro Santibañez,CHI,M,M50-54,AG,12.0,152.0,154.0,False,00:40:20.201,00:40:20.201,00:04:10.677,00:44:30.878,02:33:23.082,03:17:53.96,00:08:54.902,03:26:48.862,01:33:42.913,05:00:31.775
197,198.0,1310,Jorge Felipe Osorio Bañados,CHI,M,M45-49,AG,29.0,153.0,155.0,False,00:37:29.529,00:37:29.529,00:04:13.076,00:41:42.605,02:30:37.421,03:12:20.026,00:02:56.282,03:15:16.308,01:45:16.272,05:00:32.58
198,199.0,624,Ricardo Aburto Pacheco,CHI,M,M40-44,AG,30.0,154.0,156.0,False,00:42:17.006,00:42:17.006,00:04:22.451,00:46:39.457,02:33:57.371,03:20:36.828,00:02:33.949,03:23:10.777,01:37:50.682,05:01:01.459
199,200.0,1006,Claudio Muñoz Mardones,CHI,M,M45-49,AG,30.0,155.0,157.0,False,00:34:49.392,00:34:49.392,00:04:45.349,00:39:34.741,02:34:07.34,03:13:42.081,00:03:09.945,03:16:52.026,01:44:21.256,05:01:13.282
200,201.0,757,Federico Serra,ARG,M,M40-44,AG,31.0,156.0,158.0,False,00:32:39.036,00:32:39.036,00:05:34.49,00:38:13.526,02:29:54.578,03:08:08.104,00:03:14.504,03:11:22.608,01:50:14.346,05:01:36.954
201,202.0,1361,Rodrigo Pincheira,CHI,M,M50-54,AG,13.0,157.0,159.0,False,00:35:10.926,00:35:10.926,00:03:58.296,00:39:09.222,02:44:29.492,03:23:38.714,00:02:40.414,03:26:19.128,01:35:22.815,05:01:41.943
202,203.0,1086,Marcelo Cibie,CHI,M,M30-34,AG,31.0,158.0,160.0,False,00:36:54.797,00:36:54.797,00:04:22.702,00:41:17.499,02:37:15.059,03:18:32.558,00:02:37.836,03:21:10.394,01:40:32.358,05:01:42.752
203,204.0,900,Oscar Martinez,CHI,M,M50-54,AG,14.0,159.0,161.0,False,00:32:40.873,00:32:40.873,00:04:22.896,00:37:03.769,02:31:19.836,03:08:23.605,00:03:45.781,03:12:09.386,01:49:40.921,05:01:50.307
